factor	pole	rank	group	group_rank	text_id	score	subcorpus	filename	path	present_loading_lemmas	excerpt
factor_2	negative	27	2010	3	t000642	1.0000000000	2010	tv_com_2010_29.txt	2010/tv_com_2010_29.txt		Commode. Potty. John. Lou. Lavatory. Latrine. Head. Bog. Thunderbox. Netty. Dunny. Can. Pot. The Oval Office. The Porcelain Throne. The Toilet. No matter what you call it, Clorox has been trusted to keep it clean and disinfected for nearly 100 years. That's because only Clorox toilet bowl cleaners are powered by Clorox bleach.
factor_2	negative	28	2010	3	t000643	1.0000000000	2010	tv_com_2010_30.txt	2010/tv_com_2010_30.txt		Before we hit the beach, I gotta hit the loo. We can't stay here! Why? Flat toilet paper! I'll never get clean! Way ahead of you. Compared to Charmin UltraStrong, other toilet paper falls flat. Its washcloth-like texture helps clean better. It's four times stronger, and you can use less. Beautiful view. Thanks to Charmin. And you, honey bear. We all go. Why not enjoy the go with Charmin? Subtitles by Subtitle Workshop
factor_2	negative	29	1990	4	t000427	1.0000000000	1990	tv_com_1990_16.txt	1990/tv_com_1990_16.txt		They call them channels. I call it better protection. They're the smart idea on always with wings and they're pretty amazing. Channels that form a barrier of protection at the edges, even when I move. They help keep moisture in the center so the sides get better protection. Poldryweave helps keep the surface drier. They call them channels. I call it just plain smart. It protects me better than any regular maxi I've tried. New always with channels. It's cleaner, it's drier, and now it protects ev
factor_2	negative	30	1990	4	t000436	1.0000000000	1990	tv_com_1990_30.txt	1990/tv_com_1990_30.txt		Yeah, they were dancing and singing and moving to the grooving and just then it hit me. Somebody turned around and shouted, play that funky music, white boy. Play that funky music, right. Play that funky music, white boy. Lay down the boogie and play that funky music till you die. Oh, till you die. Oh, till you die.
factor_2	negative	31	1970	5	t000212	1.0000000000	1970	tv_com_1970_7.txt	1970/tv_com_1970_7.txt		People everywhere are asking for Fonzie Battaglia Verdicchio. We'll have the Fonzie Battaglia in Vertigo. Oh, Fonzie Berti. The Fonzie Attaccio. Why has Fonzie Battaglia become one of the world's most asked for white wines? It's hard to say. Fonzie Battaglia.
factor_2	negative	32	1970	5	t000219	1.0000000000	1970	tv_com_1970_14.txt	1970/tv_com_1970_14.txt		Did you know there's a very special dog food with so much protein that high protein is its middle name? It's from Purina and it's terrific for normally active dogs like yours. It's the dog meal with the blue and white checkerboard but most importantly it has more protein for active dogs than any other leading dog food. Purina high protein dog meal so rich in protein that high protein is its middle name.
factor_2	negative	33	1960	6	t000113	1.0000000000	1960	tv_com_1960_13.txt	1960/tv_com_1960_13.txt		Boy, what a day for a picnic. Hey, you're spraying stars on my sports shirt. That's right, dear. Watch. And the next thing I knew, they went, Sue, you're spraying stars on that blouse. That's right, that's what's in this can. Watch. Yes, the star of modern starches, new faultless spray-on starch. Call them faultless stars of freshness or faultless stars of fashion. Whatever you call them, they add a star-soaked shield of cleanness to every fiber they caress to help all the clothes you iron. Even
factor_2	negative	34	1960	6	t000118	1.0000000000	1960	tv_com_1960_19.txt	1960/tv_com_1960_19.txt		has a little of the magic gone out of your life lately maybe your gray hair keeps you from looking as exciting as you still are hate that gray wash it away like magic wash years away in minutes with loving care hair color lotion by Clairol the magic of loving care is that it colors only the gray without changing your natural hair color it's gentle magic no peroxide or developer even the fragrance tells you nothing to mix just pours on right from the bottle actually leaves your hair in better con
factor_2	negative	35	1980	7	t000310	1.0000000000	1980	tv_com_1980_1.txt	1980/tv_com_1980_1.txt		Table for two, please. Yes, you'd prefer something in our smoking area, Philippe. Fine. How'd you know she smoked? Teeth, Orlando. Tobacco stains give smokers away. Not when you brush every day with Topol. Topol Smoker's Tooth Polish with Fluoride safely removes newly deposited tobacco particles and helps clean away built-up stains. Table for two, please. I have a charming table in our non-smoking area. No, no, we smoke. But your teeth are so clean. And he smokes. Topol. The only toothpaste a sm
factor_2	negative	36	1980	7	t000315	1.0000000000	1980	tv_com_1980_6.txt	1980/tv_com_1980_6.txt		Polydent presents Martha Ray, TV star, denture wearer. You know, when I clown in front of that camera, this big smile needs something extra. Extra Strength Polydent Green. It gets my dentures sparkling clean. Watch. Tough lab stains. Now, Extra Strength Polydent. It's fantastic. Gets tough stains clean, even in between. So take it from a big mouth. Extra Strength Polydent Green gets tough stains clean.
factor_2	negative	37	1950	8	t000002	1.0000000000	1950	tv_com_1950_3.txt	1950/tv_com_1950_3.txt		For you and your home, a Ken Tile floor does so many things. It lights up a room with beauty, is wonderfully easy to care for, and virtually never wears out its welcome. Here's a floor done in new Ken Tile Easy Clean solid vinyl tile. For only $33.95 and in less than a day, you can install Easy Clean yourself right over your old floor. Adhesive, a brush, and scissors are all you need. Ken Tile Easy Clean is the low-cost solid vinyl tile that's not just vinyl on top, but vinyl through and through
factor_2	negative	38	1950	8	t000020	1.0000000000	1950	tv_com_1950_24.txt	1950/tv_com_1950_24.txt		When the neighbors drop by for a slide show, it's fun for everyone. But what's the answer when you want to run off both regular-sized slides and oversized slides? The answer is the new Anscomatic, the A-plus slide projector from Ansco. It's the world's only fully automatic projector to take all popular slides, cardboard, glass, metal, and plastic. And when it's time for those big two-and-a-quarter slides, no problem, Anscomatic projects them clear and sharp. And Anscomatic runs itself, or with t
factor_4	positive	1	2000	1	t000537	-1.0000000000	2000	tv_com_2000_25.txt	2000/tv_com_2000_25.txt		Power Wheels by Fisher-Price with a full year bumper-to-bumper warranty. Don't you wish you had one when you were a kid?
factor_4	positive	2	2000	1	t000539	-1.0000000000	2000	tv_com_2000_28.txt	2000/tv_com_2000_28.txt		This is it, Tri-City area! Announcing the grand opening of Best Buy. It's a better way to buy electronics, appliances, computers, and music. Lower prices. Hassle-free shopping. Best Buy. Grand opening now on West Canal Drive off Columbia Center Boulevard in the Tri-City area. We'll be right back.
factor_4	positive	3	2000	1	t000548	-1.0000000000	2000	tv_com_2000_39.txt	2000/tv_com_2000_39.txt		Can I help you? Yeah, I promised my wife I'd spend the whole day looking for the best price on a new LG washer-dryer. On the Appliance Research Center, I can check the competition, guarantee the lowest price, and have you out of here in no time. That's awesome. Hey, what's that all about? Those are other husbands, spending their day searching for the best price. Yeah! When you do the work, you get the best deal guaranteed. Save 20% on all Kenmore, Whirlpool, Maytag, and KitchenAid appliances. Se
factor_4	positive	4	2000	1	t000551	-1.0000000000	2000	tv_com_2000_42.txt	2000/tv_com_2000_42.txt		Oh, hello. My name is Bill Buxton. I'm chief scientist of Alias Wavefront, the makers of Maya 3D software. Now, many of you would have heard of Maya. Bill. You may have heard of Maya, the software used by leading game developers and by virtually every company nominated for a major visual effects award since its inception. When I heard that our company was lowering the price permanently of our Maya Complete software from $7,500 to $1,999, I had a very spectacular reaction. One I'll attempt to rec
factor_4	positive	5	2000	1	t000611	-1.0000000000	2000	tv_com_2000_109.txt	2000/tv_com_2000_109.txt		An accommodating leather trimmed interior. Three spacious rows of seating. It's very refined. Introducing the 240 horsepower Pilot, built by Honda. It's a four-speed transmission. It's a three-speed transmission. The role of the 3-speed transmission is that of a four-speed transmission. This is an option to use with the four-speed transmission. You can adjust the interior height. It has a large rear seat. The top of the rear seat has a large rear seat. It is very comfortable for passengers. It h
factor_4	positive	6	2020	2	t000722	-1.0000000000	2020	tv_com_2020_1.txt	2020/tv_com_2020_1.txt		We, the people, will take our vacation days. All of them. We will wear sarongs and look so right. We will honeymoon like rabbits. We will detox. And then retox. We will turn the poor boy into a poor man. From guaranteed low prices to cutting edge mobile tools, the perfect trip begins on Orbitz. And we will book our next trip before this one ends. Orbitz. Take the leap.
factor_4	positive	7	2020	2	t000772	-1.0000000000	2020	tv_com_2020_56.txt	2020/tv_com_2020_56.txt		wow that's a low price oh wow that's a low price what oh that's a low price you're so good at low prices yeah that's a low price no no low price low price that's a low price with everyday low prices at amazon anytime is a good time to save you
factor_4	positive	8	2010	3	t000631	-1.0000000000	2010	tv_com_2010_16.txt	2010/tv_com_2010_16.txt		This is John. He's working on a wheel balancer? Yep. Checking for radial or lateral runout. Yeah. I don't know what that means. Then again, I don't have to. Because when it comes to your tires, Ford and Lincoln Mercury dealerships have everything you need. Name brands, great value, whatever this thing is. Buy four tires, get a $100 cash rebate and the low price tire guarantee. That's Ford and Lincoln Mercury Service. And this is a TCX5.
factor_4	positive	9	2010	3	t000667	-1.0000000000	2010	tv_com_2010_59.txt	2010/tv_com_2010_59.txt		need a change of scenery kayak searches hundreds of travel and hotel sites so you can be confident you're getting the perfect hotel at the best price soak it in
factor_4	positive	10	1990	4	t000413	-1.0000000000	1990	tv_com_1990_1.txt	1990/tv_com_1990_1.txt		In the 80s, Honda became known for its reliable, feature-filled cars. You ready, Dad? I love this car. But today, the 90s begin with the new Geo Prism. The quality sedan with 16-valve performance, Prism is designed for years of carefree driving. With more of the features and little extras that make life easier, so you know you'll be friends for a long time. Get to know the new Geo Prism at your Chevrolet Geo dealers.
factor_4	positive	11	1990	4	t000421	-1.0000000000	1990	tv_com_1990_10.txt	1990/tv_com_1990_10.txt		Says here you ran over a squirrel when you were 16. Oh, you saw that, huh? No, I was guessing. You never put the toilet seat down. What? You ripped the tag off your mattress. What? Does your bachelor party ring a bell? Not going anywhere for an eternity? I'm not even going to look at puberty. Hey, does this line ever move? Moving now, isn't it? When you're really hungry, grab the big one. Next. You're a winner.
factor_4	positive	12	1980	5	t000332	-1.0000000000	1980	tv_com_1980_25.txt	1980/tv_com_1980_25.txt		Three guys discount plumbing any pipe any place any price for clogs at their worst it's for you liquid plumber is the plumber to call first no other drain opener cuts through standing water to clear out tough hair clogs better than liquid plumber for hair clogs at their worst liquid plumber is the plumber to call first
factor_4	positive	13	1980	5	t000342	-1.0000000000	1980	tv_com_1980_36.txt	1980/tv_com_1980_36.txt		Take a cassette out of its case, and most people just see an empty box. But Sony saw something quite different. Sony introduces the only cassette player as small as a cassette case. The incredible-sounding Super Walkman. Enter Sony's $25,000 sweepstakes. Look for this display at your Sony dealer. Sony's Super Walkman.
factor_4	positive	14	1970	6	t000210	-1.0000000000	1970	tv_com_1970_5.txt	1970/tv_com_1970_5.txt		In 1972, you watched the splitting of a Cartier diamond in a full-size Mercury Marquis. Now, they're going to risk it in a smaller Mercury Monarch with its own kind of suspension to see if this Monarch's ride is smooth and steady enough. We picked this bumpy road to make it tough. Remember, he must hit it precisely in a pre-cut groove or lose a $50,000 diamond. How did it go? Perfect. Beautiful. Mercury Monarch, priced under $4,800. Beautiful. Thank you for watching.
factor_4	positive	15	1970	6	t000213	-1.0000000000	1970	tv_com_1970_8.txt	1970/tv_com_1970_8.txt		look at you beautiful from your hair to your favor leather boots specially priced at thirty dollars favor leather boots reflect your sense of fashion your smart way with money favor leather boots just thirty dollars why pay fifty dollars or more when good leather boots are just thirty dollars at favor you and your favor boots beautiful from every angle you
factor_4	positive	16	1960	7	t000106	-1.0000000000	1960	tv_com_1960_3.txt	1960/tv_com_1960_3.txt		Oh no, Fluff, not in there! Oh dear, here we go again! Help! Now where am I? In Rexall Land, the wonderful kingdom where just a penny more buys two. You're playing a game. Of course I am. The famous Rexall one cent sale game. Look, the regular price of Rexall's hundred tablet bottle of buffered aspirin is 98 cents, but during Rexall's one cent sale, all you do is pay. All you do is add a penny and you get two bottles for only 99 cents. Fantastic! Mm-hmm, same thing with the hundred tablet bottle
factor_4	positive	17	1960	7	t000124	-1.0000000000	1960	tv_com_1960_26.txt	1960/tv_com_1960_26.txt		Excuse me, madam, but have you ever tried Soda Burst? Oh, yes. I was the first on my block. Then you know that Soda Burst is the real ice cream soda that makes itself at home? I just loved it. And you know there's a big scoop of ice cream and lots of real soda fountain fizz? It was delicious. Soda Burst's a real hit at parties and a favorite for snacks, too. My grandson just loved it. He couldn't get enough. And it comes in your four favorite flavors. All chocolate, black and white, strawberry, 
factor_4	positive	18	1950	8	t000002	-1.0000000000	1950	tv_com_1950_3.txt	1950/tv_com_1950_3.txt		For you and your home, a Ken Tile floor does so many things. It lights up a room with beauty, is wonderfully easy to care for, and virtually never wears out its welcome. Here's a floor done in new Ken Tile Easy Clean solid vinyl tile. For only $33.95 and in less than a day, you can install Easy Clean yourself right over your old floor. Adhesive, a brush, and scissors are all you need. Ken Tile Easy Clean is the low-cost solid vinyl tile that's not just vinyl on top, but vinyl through and through
factor_4	positive	19	1950	8	t000020	-1.0000000000	1950	tv_com_1950_24.txt	1950/tv_com_1950_24.txt		When the neighbors drop by for a slide show, it's fun for everyone. But what's the answer when you want to run off both regular-sized slides and oversized slides? The answer is the new Anscomatic, the A-plus slide projector from Ansco. It's the world's only fully automatic projector to take all popular slides, cardboard, glass, metal, and plastic. And when it's time for those big two-and-a-quarter slides, no problem, Anscomatic projects them clear and sharp. And Anscomatic runs itself, or with t
factor_4	negative	20	1950	1	t000087	-6.0000000000	1950	tv_com_1950_99.txt	1950/tv_com_1950_99.txt	class, field, price, rubber, seat, styling	It's out of this world. Take a look at the new Ford for 1950. It's 50 ways new. And listen to the new Ford engine. Quiet as a whisper. Quietness means quality. That midship ride is like floating on air. Ford's the one fine car in the low price field. New fashion car styling. Take the wheel of a new Ford and feel the difference. Ford's famous lifeguard body has been made even stronger than ever. And Ford gives you more hip and shoulder room than any car in its class. Note the colorful new instrum
factor_4	negative	21	1950	1	t000086	-4.0000000000	1950	tv_com_1950_97.txt	1950/tv_com_1950_97.txt	class, dealer, rubber, seat	If you feel like this, instead of feeling like this, put yourself in a driverized cab of a new Ford economy truck. This cab is new all the way. A push-button handle opens an all-steel safety door that's nearly a full yard wide. This new gooseneck hinge lets the door swing open extra wide for easy entrance. When you step inside, you slide onto a seat that is wide enough for three men. Ford makes the only truck seat that gives you such comfort features as the new non-sag springs, the exclusive sea
factor_4	negative	22	1950	1	t000061	-3.0000000000	1950	tv_com_1950_69.txt	1950/tv_com_1950_69.txt	field, price, seat	this is the new kind of Ford a low-priced car that not only looks rides and handles like an expensive car but sounds like one too and how a car sounds is a good indication of how well it is built when you slam the trunk lid of a Ford for instance you hear a good solid sound and each time you open and close the precision fitted doors you hear further proof of Ford's solid construction even the quiet hum of the power windows and four-way power seat reflects quality craftsmanship now there's a soun
factor_4	negative	23	1950	1	t000078	-3.0000000000	1950	tv_com_1950_89.txt	1950/tv_com_1950_89.txt	dealer, field, price	if you really want to know which low-priced car is your best buy try this be detached take a detached view of all the cars in the low price field and check the facts which car gives you all these fresh classic beauty exciting sassy performance body by Fisher quality and the superior engineering that produced the Corvette v8 which car the new 57 Chevrolet yes the new Chevy gives you more to be proud of and your own detached checkup will prove it take a close-up look at Chevrolet here's real chrom
factor_4	negative	24	1950	1	t000095	-3.0000000000	1950	tv_com_1950_109.txt	1950/tv_com_1950_109.txt	dealer, field, price	Did you ever wonder what a millionaire thinks about? I'm no millionaire, but with my new Plymouth I can drive like a millionaire. Before I traded, I didn't see any other car at any price that has what Plymouth has. And the price? Plymouth is still down in the low price field. I'm no millionaire, but it's all mine. For the most exciting drive of your life, come on, drive the 1960 new Plymouth. 1960 is as near as your Plymouth dealer.
factor_4	negative	25	1960	2	t000147	-4.0000000000	1960	tv_com_1960_54.txt	1960/tv_com_1960_54.txt	class, dealer, seat, styling	the now cars rebel first excitement machines in the intermediate class with engines for now 343 typhoon v8 with innovations and styling for now rebel with sizes for now 114 inch wheelbase seats for six with quality and safety for now deep dish wheel energy-absorbing steering column rebel first excitement machines in the intermediate class rebel from the 1967 American Motors and your American Motors Rambler dealer now
factor_4	negative	26	1960	2	t000160	-3.0000000000	1960	tv_com_1960_68.txt	1960/tv_com_1960_68.txt	dealer, field, price	This is the vehicle that goes anywhere. It's the four-wheel drive Jeep vehicle. Whether it heads up steep hills, over rough or rocky fields, even through soft-bottom creeks, nothing stops the Jeep vehicle. That's why the smart sportsman uses a Jeep vehicle when he goes hunting or fishing, because the Jeep Universal takes them way back where the big ones bite. And if you want to go where the big game prowls, the Jeep Utility Wagon can get you and your gear exactly where you want to go. And there'
factor_4	negative	27	1970	3	t000257	-3.0000000000	1970	tv_com_1970_54.txt	1970/tv_com_1970_54.txt	dealer, price, styling	Ford introduces Futura, a dramatic combination of styling and technology for 1978 and beyond. Futura, designed by computer modeling and aerodynamic testing. It can provide excellent fuel economy and room for five passengers as well. Futura, designed for 1978 and beyond. Realistically priced for today. See your Ford dealer for a personal test drive. For more information visit www.ford.com
factor_4	negative	28	1970	3	t000249	-2.0000000000	1970	tv_com_1970_46.txt	1970/tv_com_1970_46.txt	class, price	fiat presents strada front wheel drive italian flair strada with a remarkable new engine that delivers better mileage better than the gas engine rabbit plus a gas saving engine saving fifth gear standard it's a car with style and class and no expensive habits beginning with the price strada another italian
factor_4	negative	29	1980	4	t000355	-2.0000000000	1980	tv_com_1980_52.txt	1980/tv_com_1980_52.txt	dealer, price	Know why GM dealers carry new GM engine oil for do-it-yourselfers? Because it's made to GM's high standards for factory fill. Now you can change for the better. Need the 1 liter resealable? 4 liter resealable? 1 liter can? We got it. Need genuine GM brake fluid? Transmission fluid? Carburetor cleaner? We got it. Need genuine GM coolant? Windshield washer fluid? Fabric cleaner? We got it. Made right. Priced right. Parts to go at your GM dealer. We got it.
factor_4	negative	30	1980	4	t000332	-1.0000000000	1980	tv_com_1980_25.txt	1980/tv_com_1980_25.txt	price	Three guys discount plumbing any pipe any place any price for clogs at their worst it's for you liquid plumber is the plumber to call first no other drain opener cuts through standing water to clear out tough hair clogs better than liquid plumber for hair clogs at their worst liquid plumber is the plumber to call first
factor_4	negative	31	1990	5	t000492	-2.0000000000	1990	tv_com_1990_93.txt	1990/tv_com_1990_93.txt	price, seat	Instead of offering something that appeals solely to your heart or your eyes, here's something that will appeal to every inch and ounce of your being. A new front-wheel drive Subaru Legacy L with power windows for your fingers, AM-FM stereo cassette for your ears, comfortable seats for your bum, anti-lock brakes for your feet, inspired engineering for your frontal lobes, and a special price for a good feeling in your gut. The new Subaru Legacy L, a car for all of you. For more information, visit
factor_4	negative	32	1990	5	t000413	-1.0000000000	1990	tv_com_1990_1.txt	1990/tv_com_1990_1.txt	dealer	In the 80s, Honda became known for its reliable, feature-filled cars. You ready, Dad? I love this car. But today, the 90s begin with the new Geo Prism. The quality sedan with 16-valve performance, Prism is designed for years of carefree driving. With more of the features and little extras that make life easier, so you know you'll be friends for a long time. Get to know the new Geo Prism at your Chevrolet Geo dealers.
factor_4	negative	33	2010	6	t000631	-1.0000000000	2010	tv_com_2010_16.txt	2010/tv_com_2010_16.txt	price	This is John. He's working on a wheel balancer? Yep. Checking for radial or lateral runout. Yeah. I don't know what that means. Then again, I don't have to. Because when it comes to your tires, Ford and Lincoln Mercury dealerships have everything you need. Name brands, great value, whatever this thing is. Buy four tires, get a $100 cash rebate and the low price tire guarantee. That's Ford and Lincoln Mercury Service. And this is a TCX5.
factor_4	negative	34	2010	6	t000667	-1.0000000000	2010	tv_com_2010_59.txt	2010/tv_com_2010_59.txt	price	need a change of scenery kayak searches hundreds of travel and hotel sites so you can be confident you're getting the perfect hotel at the best price soak it in
factor_4	negative	35	2000	7	t000537	-1.0000000000	2000	tv_com_2000_25.txt	2000/tv_com_2000_25.txt	price	Power Wheels by Fisher-Price with a full year bumper-to-bumper warranty. Don't you wish you had one when you were a kid?
factor_4	negative	36	2000	7	t000539	-1.0000000000	2000	tv_com_2000_28.txt	2000/tv_com_2000_28.txt	price	This is it, Tri-City area! Announcing the grand opening of Best Buy. It's a better way to buy electronics, appliances, computers, and music. Lower prices. Hassle-free shopping. Best Buy. Grand opening now on West Canal Drive off Columbia Center Boulevard in the Tri-City area. We'll be right back.
factor_4	negative	37	2020	8	t000797	-2.0000000000	2020	tv_com_2020_83.txt	2020/tv_com_2020_83.txt	class, dealer	There's no place like home for the holidays, and no place like the Jeep Wrap-Up the Year sales event for great deals. On the most capable Wrangler ever, or the most luxurious vehicle in its class, the Grand Cherokee. From the most awarded SUV brand. Hurry in today and wrap up the year with no monthly payments for 90 days. Jeep, there's only one. Or, well-qualified current FCA employee lessees can lease select 2025 Jeep Grand Cherokee models and dealer stock for $280 a month, with $280 due at sig
factor_4	negative	38	2020	8	t000722	-1.0000000000	2020	tv_com_2020_1.txt	2020/tv_com_2020_1.txt	price	We, the people, will take our vacation days. All of them. We will wear sarongs and look so right. We will honeymoon like rabbits. We will detox. And then retox. We will turn the poor boy into a poor man. From guaranteed low prices to cutting edge mobile tools, the perfect trip begins on Orbitz. And we will book our next trip before this one ends. Orbitz. Take the leap.
factor_1	positive	1	2000	1	t000532	-1.0000000000	2000	tv_com_2000_19.txt	2000/tv_com_2000_19.txt		Look at our son. College boy. I'm so proud of him. I'm just glad to be home. You know what I miss most? Golden Grahams. I think I'm gonna have a bowl when I get home. Maybe two. Heck, I might eat them all. The irresistible taste of Golden Grahams is something everyone in the family wants for themselves. Golden Grahams. Go get your own.
factor_1	positive	2	2000	1	t000566	-1.0000000000	2000	tv_com_2000_59.txt	2000/tv_com_2000_59.txt		Initialize sequence. At Computer Renaissance, we deal in solutions. Our newest solutions sell around 500 megahertz, 8.4 gigabyte hard drive, 64 meg RAM, 17 inch monitor, keyboard, mouse, CD-ROM, sound card, speakers, Windows 98 second edition, plus MS Works preloaded. Your choice of a Lexmark printer or scanner. Free Tri-Cities internet access, plus a one year warranty for only $999.99. We sell upgrade and service systems in 250 stores nationwide. Computer Renaissance, where computers are our on
factor_1	positive	3	2000	1	t000598	-1.0000000000	2000	tv_com_2000_95.txt	2000/tv_com_2000_95.txt		Okay, focus open. Great quiet, please. Camera's rolling. And recording sound. Slate and a wrap. Sound's good. Yeah. Go ahead. Look at that. All right. Cool. That's wonderful. All right. Thanks. Bye. Thanks. Thanks. Thanks. Thanks. Bye. Bye. Bye. Bye. Bye. Thanks for watching!
factor_1	positive	4	1990	2	t000428	-1.0000000000	1990	tv_com_1990_17.txt	1990/tv_com_1990_17.txt		All set? You bet I am. Thanks to you. A few weeks ago with Jesse, I noticed something. Dandruff. So I told him about Head & Shoulders. Regular shampoos just rinse flakes away. Head & Shoulders helps prevent flakes from even forming. Because great hair can't have flakes.
factor_1	positive	5	1990	2	t000480	-1.0000000000	1990	tv_com_1990_81.txt	1990/tv_com_1990_81.txt		Three years ago, we set out to create a sports sedan. But first and foremost, we set out to create a Lexus. Introducing the new Lexus ES 300 sports sedan.
factor_1	positive	6	2010	3	t000621	-1.0000000000	2010	tv_com_2010_4.txt	2010/tv_com_2010_4.txt		Cut! What's that doing on my set? Product placement, sir. Whenever we feature a product in a scene, we get tons of free stuff. Here we go. Oh, my God! Oh, my God! Bud Light! Really? My lady? You saved me. It's the sure sign of a good time. Just right taste of Bud Light. Here we go. Yeah, I don't know. More Bud Light just to be safe?
factor_1	positive	7	2010	3	t000626	-1.0000000000	2010	tv_com_2010_10.txt	2010/tv_com_2010_10.txt		My favorite actor? Oh, that's easy, Kevin Bacon. My favorite Kevin Bacon movie would be A Tie, between all of them. You know, the Logitech review is perfect for me, because I just type in Kevin Bacon, and it uses Google TV, finds all kinds of shows and YouTube videos and movies. Let's dance! And my wife says if I watch any more Kevin Bacon, I might actually turn into Kevin Bacon. Add Google TV to your television with the Logitech review. If you can think of a movie you want to watch, let me know
factor_1	positive	8	2020	4	t000723	-1.0000000000	2020	tv_com_2020_2.txt	2020/tv_com_2020_2.txt		I'm Mr. Wonderful from Shark Tank. When Blueland asked me to clean a toilet on TV, I said, are you joking? But here I am because Blueland is serious about saving you money. Stop paying for wasteful plastic bottles. With Blueland, you only need to buy one. Easily clean anything around your house. Your vault. Portraits of your ancestors. And at $2 a tablet, you're set for life. And so am I, because I get a royalty. Get your kit now at Blueland.com. Smells like a D.
factor_1	positive	9	2020	4	t000725	-1.0000000000	2020	tv_com_2020_4.txt	2020/tv_com_2020_4.txt		hey what's up it's the people shark here damon john i'm going to give you a tip that i have never shared with anyone before this tip is about how to create the wow factor in your home every person that comes into my home comments about how amazing it smells it's all thanks to aroma 360 scent abuse we feel like we live in a luxurious hotel every day and i love how evenly it sets our space i highly recommend that you go directly to aroma360.com to get yours today you
factor_1	positive	10	1970	5	t000208	-1.0000000000	1970	tv_com_1970_3.txt	1970/tv_com_1970_3.txt		Honey, there's a guy at the club. Great hair, but dandruff. Yup. Just a few flakes. Tell him. Pam. Even if no one tells you, just a few flakes are noticeable. So try Head & Shoulders. Give up soft, shiny hair. It's gentle every time. Trust me. Ooh, smells model. Hair like this from Head & Shoulders. Gorgeous. Head & Shoulders. Strong against dandruff. Gentle on your hair.
factor_1	positive	11	1970	5	t000216	-1.0000000000	1970	tv_com_1970_11.txt	1970/tv_com_1970_11.txt		Right on the heels of the Mazda RX-7 come two great new values, the new Mazda 626 Sport Sedan and Sport Coupe. Great road cars with a responsive 2-liter 4-cylinder engine, 5-speed, steel-belted radios, AM-FM stereo, split-fold-down rear seat, all standard, all from just $54.95. The new Mazda 626. The more you look, the more you...
factor_1	positive	12	1980	6	t000333	-1.0000000000	1980	tv_com_1980_26.txt	1980/tv_com_1980_26.txt		Fresh Start got straight A's on all these stains after Kenilworth's school outing. We took on Victor's Chocolate Milk, the ketchup Tammy and Leah shared, Charles and Sergio's Ground in Dirt. Nothing gets out every stain, but Fresh Start is super concentrated with extra stain fighters. So one little bottle cleaned all 128 of them and got straight A's on their Chocolate Milk, Ketchup, Ground in Dirt. And on all these stains, Fresh Start is the straight A detergent.
factor_1	positive	13	1980	6	t000341	-1.0000000000	1980	tv_com_1980_35.txt	1980/tv_com_1980_35.txt		New Glade Carpet Potpourri is like the crisp sounds rising from a carpet of fall potpourri. It touches your senses. Glade Potpourri Carpet Deodorizer. Fresh, light fragrances of country wildflowers, apple orchards, and garden fruits. It's a little touch of country. A fresh, new way to help eliminate pet, smoke, musty odors. New Glade Potpourri Carpet and Room Deodorizer. A little touch of country. New Glade Potpourri Carpet Deodorizer.
factor_1	positive	14	1960	7	t000125	-1.0000000000	1960	tv_com_1960_27.txt	1960/tv_com_1960_27.txt		Hi, Mom. Hi, dear. Say, Jim's home from school. I asked him to eat with us. Fine. That reminds me. Jane Allen came home, too, and I asked her over. Hey, Jenny, Marge and Bob are driving through today. They're gonna drop in. Hey, what's going on here? Four extra people. Turkey, ham, cheese, paste salad, Coke. We don't have enough Coke. Sure we do. I've got another case in the garage. Well, thank heavens for the garage. It's always smart to have plenty of Coca-Cola on hand, especially before weeke
factor_1	positive	15	1960	7	t000142	-1.0000000000	1960	tv_com_1960_48.txt	1960/tv_com_1960_48.txt		Look real, didn't it? It should. This toy tanker made of durable styrene plastic is a 27-inch authentic scale model of a modern Texaco tanker. It's electric-powered for use in the water. Batteries are included. These semi-concealed wheels make it usable on land. How can you get one? Easy. We'd like you to try Texaco climate control gasoline, and that's why Texaco dealers offer this tanker for only $3.98 when you buy eight gallons of either Sky Chief Supreme, Texaco's premium gasoline, or Fire Ch
factor_1	positive	16	1950	8	t000013	-1.0000000000	1950	tv_com_1950_15.txt	1950/tv_com_1950_15.txt		A coffee whitener made from vegetable fat, chemicals, and artificial flavors? Try it again. This time, use the only instant coffee creamer that's a natural dairy product. New Deluxe Preem. It's the creamiest tasting preem ever. Why? Because New Deluxe Preem is the only instant coffee creamer that's fresh sweet cream plus other pure milk products. See how much faster New Deluxe Preem blends in coffee. It dissolves instantly, naturally. It's the creamiest tasting preem ever. No synthetic non-dairy
factor_1	positive	17	1950	8	t000024	-1.0000000000	1950	tv_com_1950_29.txt	1950/tv_com_1950_29.txt		But it's about Richard Hudnut. Right, Cynthia, and it's the most exciting home permanent news in years. It's new improved quick by Richard Hudnut. The only home permanent with an exclusive Richard Hudnut penetrating ingredient that actually prevents weak surface waves. Now this is what can happen with an ordinary home permanent. See how weak and limp the wave is? Just on the surface. And here's a new improved quick wave. The new penetrating ingredient has gone into every hair and given it a last
